age,fnlwgt,education,educational-num,marital-status,relationship,race,gender,capital-gain,capital-loss,hours-per-week,income
33,147700,HS-grad,9,Married-civ-spouse,Husband,Other,Male,0,0,40,0
28,451742,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,0
22,340543,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,40,0
23,209483,Bachelors,13,Never-married,Own-child,White,Female,0,0,50,0
40,147372,Some-college,10,Never-married,Not-in-family,White,Male,0,2444,40,1
28,201861,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,45,0
30,173792,Some-college,10,Separated,Unmarried,Black,Female,0,0,40,0
45,167617,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
57,50791,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,20,0
57,130957,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,1887,70,1
22,91189,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
35,165007,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,4386,0,42,1
26,269060,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,40,0
60,336188,Prof-school,15,Married-civ-spouse,Husband,White,Male,0,2415,80,1
17,117549,11th,7,Never-married,Own-child,Black,Female,0,0,35,0
21,189749,Some-college,10,Never-married,Own-child,White,Male,0,0,40,0
45,339863,Bachelors,13,Divorced,Not-in-family,White,Male,8614,0,48,1
44,239723,Some-college,10,Married-spouse-absent,Unmarried,White,Female,1506,0,45,0
27,206889,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,0
62,182998,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,10,0
37,148581,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
34,331126,HS-grad,9,Never-married,Unmarried,Black,Male,0,0,30,0
43,153109,Assoc-acdm,12,Divorced,Unmarried,White,Female,0,0,60,0
25,328697,Some-college,10,Divorced,Other-relative,White,Male,0,0,45,0
46,216164,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
38,176458,HS-grad,9,Divorced,Unmarried,White,Female,0,0,35,0
49,340755,Masters,14,Married-civ-spouse,Husband,White,Male,5178,0,40,1
21,225724,Some-college,10,Never-married,Own-child,White,Female,0,0,20,0
53,197184,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,70,1
49,181717,Assoc-voc,11,Separated,Own-child,White,Female,0,0,36,0
18,334026,11th,7,Never-married,Own-child,White,Male,0,0,25,0
37,202027,Masters,14,Married-civ-spouse,Husband,White,Male,7688,0,50,1
32,273287,Some-college,10,Never-married,Not-in-family,Black,Male,0,0,40,0
22,71864,Some-college,10,Never-married,Own-child,White,Female,0,0,35,0
21,124242,Assoc-acdm,12,Never-married,Own-child,White,Female,0,0,40,0
30,164461,11th,7,Divorced,Unmarried,White,Male,0,653,40,0
65,165609,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,32,0
41,155293,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,45,0
26,375313,Some-college,10,Never-married,Own-child,Asian-Pac-Islander,Male,0,0,40,0
45,109598,HS-grad,9,Never-married,Not-in-family,Black,Female,0,0,40,0
37,117651,Bachelors,13,Never-married,Other-relative,White,Male,0,0,40,0
23,314525,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,0
34,226872,Bachelors,13,Divorced,Not-in-family,White,Female,0,0,40,0
46,98524,Bachelors,13,Divorced,Not-in-family,White,Male,0,0,40,1
21,82847,Some-college,10,Never-married,Not-in-family,White,Female,0,0,38,0
43,77370,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
36,111545,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,1902,40,1
26,270151,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,0
35,251091,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,38,0
36,163278,Masters,14,Never-married,Not-in-family,White,Female,0,0,40,0
57,50990,Some-college,10,Divorced,Not-in-family,White,Male,0,0,40,0
38,58972,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,0
47,242391,Prof-school,15,Married-civ-spouse,Husband,White,Male,15024,0,40,1
37,31368,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
47,214169,HS-grad,9,Married-civ-spouse,Husband,White,Male,15024,0,40,1
39,188069,9th,5,Married-civ-spouse,Husband,White,Male,0,0,25,0
47,85109,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,50,0
57,65080,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
35,194828,Some-college,10,Never-married,Own-child,Black,Female,0,0,40,0
33,127651,Bachelors,13,Never-married,Not-in-family,White,Male,8614,0,40,1
27,173944,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
42,445382,Bachelors,13,Separated,Not-in-family,White,Male,0,0,45,1
74,89852,12th,8,Married-civ-spouse,Husband,White,Male,0,0,11,0
23,410446,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
48,77102,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,45,1
35,107477,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,0
37,218188,HS-grad,9,Divorced,Other-relative,White,Female,0,0,32,0
51,97934,Bachelors,13,Married-civ-spouse,Husband,White,Male,5178,0,40,1
32,192039,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,0,0,40,1
30,176862,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,40,0
46,191978,Masters,14,Married-civ-spouse,Husband,White,Male,0,2392,50,1
28,249720,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
74,214514,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,40,0
22,180060,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,40,0
33,37232,Some-college,10,Never-married,Not-in-family,White,Male,0,0,80,0
31,161765,Some-college,10,Married-civ-spouse,Husband,White,Male,0,2051,57,0
22,208893,Some-college,10,Never-married,Not-in-family,White,Male,0,0,10,0
29,568490,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
27,357283,HS-grad,9,Never-married,Not-in-family,Black,Male,0,0,40,0
43,36924,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,1
39,315640,Bachelors,13,Never-married,Own-child,Asian-Pac-Islander,Male,0,0,60,0
35,170617,HS-grad,9,Never-married,Unmarried,Black,Female,0,0,48,0
22,50163,9th,5,Never-married,Own-child,White,Male,0,0,40,0
47,168109,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,70,0
53,127117,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
61,390472,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
41,112181,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,0,12,1
33,293550,Some-college,10,Married-civ-spouse,Wife,White,Female,4064,0,40,0
43,115932,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,60,1
35,116541,Masters,14,Never-married,Own-child,White,Male,0,0,44,1
68,217424,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,24,0
35,333636,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,50,1
28,219267,HS-grad,9,Never-married,Unmarried,White,Female,0,0,28,0
67,36135,11th,7,Married-civ-spouse,Husband,White,Male,0,0,8,0
54,155737,Bachelors,13,Divorced,Not-in-family,White,Female,8614,0,40,1
18,32059,11th,7,Never-married,Own-child,White,Male,0,0,40,0
31,292592,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,0
46,54260,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,10,1
20,337488,Some-college,10,Never-married,Own-child,Black,Male,0,0,30,0
67,76860,HS-grad,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,1
57,84231,Masters,14,Married-civ-spouse,Husband,White,Male,0,1977,50,1
36,141609,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,1
30,277314,HS-grad,9,Separated,Not-in-family,Black,Male,0,0,40,0
26,28366,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,0
27,115438,Some-college,10,Never-married,Own-child,White,Male,0,0,40,0
45,167523,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,2179,45,0
33,92462,Assoc-acdm,12,Never-married,Unmarried,Black,Male,0,0,32,0
52,84451,Assoc-voc,11,Divorced,Not-in-family,White,Male,0,0,32,0
24,258700,5th-6th,3,Never-married,Other-relative,Black,Male,0,0,40,0
30,446358,HS-grad,9,Never-married,Unmarried,White,Male,0,0,41,0
22,396895,5th-6th,3,Married-civ-spouse,Husband,White,Male,0,0,35,0
40,305846,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,40,1
37,60313,HS-grad,9,Never-married,Unmarried,White,Male,0,0,40,0
29,152951,Prof-school,15,Married-civ-spouse,Husband,White,Male,0,0,50,1
40,215479,HS-grad,9,Never-married,Other-relative,Black,Male,0,0,40,0
58,53481,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,70,0
23,142547,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
29,214385,11th,7,Divorced,Unmarried,Black,Female,0,0,20,0
44,181762,Bachelors,13,Married-civ-spouse,Husband,White,Male,15024,0,55,1
61,221884,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,1
36,126569,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,1
46,192963,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,2415,35,1
29,67306,HS-grad,9,Never-married,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,0
62,190610,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,1
35,54595,10th,6,Widowed,Not-in-family,Black,Female,0,1980,40,0
26,106856,Assoc-voc,11,Never-married,Not-in-family,White,Female,0,0,40,0
18,240330,12th,8,Never-married,Own-child,White,Male,0,0,18,0
25,231638,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,0
59,113203,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,0
41,308296,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,20,0
42,364832,7th-8th,4,Divorced,Not-in-family,White,Female,0,0,40,0
38,247111,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
24,154571,Assoc-voc,11,Never-married,Unmarried,Asian-Pac-Islander,Male,0,0,50,0
43,209544,Masters,14,Never-married,Not-in-family,White,Female,10520,0,50,1
45,135525,Masters,14,Divorced,Unmarried,White,Female,0,0,40,0
49,261059,10th,6,Separated,Own-child,White,Male,2176,0,40,0
53,199720,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
49,27614,HS-grad,9,Separated,Not-in-family,White,Female,0,0,40,0
50,193871,Masters,14,Married-civ-spouse,Wife,White,Female,0,0,38,0
41,268183,Prof-school,15,Married-civ-spouse,Husband,White,Male,0,0,45,1
43,214503,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1887,45,1
31,191834,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,1
63,137192,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,0
24,31606,Bachelors,13,Married-civ-spouse,Other-relative,White,Female,0,0,20,1
28,212563,Some-college,10,Divorced,Unmarried,Black,Female,0,0,25,0
44,308027,Bachelors,13,Divorced,Not-in-family,Black,Female,0,0,40,0
37,168941,11th,7,Divorced,Not-in-family,White,Male,0,0,40,0
23,69911,Preschool,1,Never-married,Own-child,White,Female,0,0,15,0
25,514716,Bachelors,13,Never-married,Own-child,Black,Female,0,0,40,0
40,55395,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,40,1
22,72887,Some-college,10,Never-married,Own-child,Asian-Pac-Islander,Male,0,0,24,0
28,175409,Some-college,10,Separated,Not-in-family,White,Female,0,0,40,0
83,240150,10th,6,Married-civ-spouse,Husband,White,Male,20051,0,50,1
50,313546,HS-grad,9,Separated,Unmarried,Black,Female,0,0,40,0
31,150324,11th,7,Divorced,Not-in-family,White,Male,0,0,50,0
24,375313,Some-college,10,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,0,40,0
51,193720,HS-grad,9,Married-spouse-absent,Unmarried,White,Male,0,0,40,0
51,215948,Some-college,10,Married-civ-spouse,Husband,Other,Male,0,0,40,0
60,190497,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,40,0
27,156266,9th,5,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40,0
26,244495,9th,5,Never-married,Not-in-family,White,Male,0,0,35,0
21,228424,10th,6,Never-married,Own-child,Black,Male,0,0,40,0
21,237651,Some-college,10,Never-married,Own-child,White,Male,0,0,35,0
36,98389,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,44,1
61,175331,10th,6,Married-civ-spouse,Husband,White,Male,0,0,40,0
61,202106,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1902,40,1
39,216129,Assoc-acdm,12,Divorced,Unmarried,Black,Female,0,0,35,0
57,191318,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,1
59,372020,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
24,39615,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,45,0
23,244771,Some-college,10,Never-married,Own-child,Black,Female,0,0,20,0
31,248178,Some-college,10,Married-civ-spouse,Husband,Black,Male,0,0,35,0
22,198148,Some-college,10,Never-married,Own-child,White,Male,0,0,50,0
37,211286,Bachelors,13,Divorced,Not-in-family,White,Female,0,0,50,0
41,309990,Bachelors,13,Divorced,Unmarried,White,Female,0,0,33,0
42,228456,Bachelors,13,Separated,Other-relative,Black,Male,0,0,50,0
33,155343,HS-grad,9,Married-civ-spouse,Husband,White,Male,3103,0,40,1
20,95918,9th,5,Married-civ-spouse,Husband,White,Male,0,0,40,0
27,112754,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,1485,60,1
41,196001,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,20,0
49,246891,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
37,193855,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1902,50,0
21,118401,Some-college,10,Never-married,Not-in-family,White,Female,0,0,30,0
37,191524,Assoc-voc,11,Separated,Own-child,White,Female,0,0,38,0
57,95280,Some-college,10,Married-civ-spouse,Husband,White,Male,99999,0,45,1
73,333676,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,0
33,180551,Some-college,10,Separated,Unmarried,White,Female,0,0,40,0
22,148294,11th,7,Never-married,Own-child,White,Male,0,0,35,0
33,184245,9th,5,Married-civ-spouse,Husband,White,Male,0,0,50,0
46,148599,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,50,1
40,151038,Bachelors,13,Divorced,Not-in-family,White,Male,0,0,40,0
30,94041,Bachelors,13,Never-married,Not-in-family,White,Male,3325,0,35,0
50,221791,Assoc-acdm,12,Married-civ-spouse,Husband,Black,Male,0,0,40,0
27,214385,HS-grad,9,Never-married,Not-in-family,Black,Female,0,0,40,0
41,183850,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,50,0
55,282753,5th-6th,3,Divorced,Unmarried,Black,Male,0,0,25,0
28,412149,10th,6,Never-married,Other-relative,White,Male,0,0,35,0
54,182187,Assoc-voc,11,Married-civ-spouse,Husband,Black,Male,15024,0,38,1
22,200109,HS-grad,9,Married-civ-spouse,Wife,White,Female,4508,0,40,0
18,226956,HS-grad,9,Never-married,Own-child,White,Female,0,0,30,0
43,310969,Prof-school,15,Married-civ-spouse,Husband,Black,Male,0,0,40,0
45,175600,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,60,0
47,52795,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,46,0
47,158924,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,0
62,244087,Doctorate,16,Married-civ-spouse,Husband,White,Male,15024,0,50,1
19,162621,Some-college,10,Never-married,Own-child,White,Male,0,0,14,0
50,320510,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,1902,40,1
31,218322,Some-college,10,Never-married,Not-in-family,White,Male,0,0,30,0
29,126208,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,40,0
26,61270,HS-grad,9,Never-married,Unmarried,Other,Female,0,0,40,0
64,165020,11th,7,Married-civ-spouse,Husband,White,Male,0,0,48,0
27,210313,HS-grad,9,Never-married,Other-relative,White,Male,0,0,28,0
30,327203,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
32,108256,12th,8,Married-civ-spouse,Husband,White,Male,0,0,60,1
37,99935,Masters,14,Married-civ-spouse,Husband,White,Male,7688,0,50,1
66,33619,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,4,0
58,77498,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,60,0
35,214378,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,0
25,265618,HS-grad,9,Separated,Own-child,Black,Male,0,0,40,0
32,317660,HS-grad,9,Married-civ-spouse,Husband,White,Male,7688,0,40,1
23,117789,Bachelors,13,Never-married,Own-child,White,Female,0,0,40,0
26,109186,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,0
35,491000,Assoc-voc,11,Divorced,Own-child,Black,Male,0,0,40,0
32,36302,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,0
73,109651,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,30,0
48,202117,11th,7,Divorced,Not-in-family,White,Female,0,0,34,0
56,170148,HS-grad,9,Divorced,Unmarried,Black,Male,0,0,40,0
62,214288,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
45,339681,Masters,14,Divorced,Unmarried,White,Female,1506,0,45,0
24,236149,HS-grad,9,Never-married,Own-child,White,Female,0,0,50,0
51,181179,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,0,25,0
23,220993,HS-grad,9,Never-married,Not-in-family,White,Male,0,1590,48,0
33,117983,10th,6,Divorced,Unmarried,White,Female,0,0,45,0
54,32778,HS-grad,9,Widowed,Not-in-family,White,Female,0,0,40,0
26,71009,Bachelors,13,Never-married,Not-in-family,Asian-Pac-Islander,Female,0,0,40,0
32,157747,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,45,0
46,105253,Masters,14,Married-civ-spouse,Husband,White,Male,0,1977,50,1
73,132256,Bachelors,13,Widowed,Unmarried,White,Female,0,0,7,0
34,209297,HS-grad,9,Never-married,Not-in-family,Black,Male,0,2001,40,0
46,175428,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,1
52,139347,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,0
47,242519,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
19,280071,Some-college,10,Never-married,Other-relative,White,Male,0,0,50,0
19,175507,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,18,0
45,190482,HS-grad,9,Divorced,Unmarried,White,Male,0,0,40,0
39,172538,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,1
20,105312,Some-college,10,Never-married,Own-child,White,Female,0,0,18,0
17,167658,12th,8,Never-married,Own-child,White,Female,0,0,6,0
23,93076,HS-grad,9,Never-married,Own-child,Black,Male,0,0,40,0
26,266639,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,0
68,257557,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,40,1
46,130364,HS-grad,9,Never-married,Unmarried,White,Male,0,0,40,0
30,97306,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,0
77,183781,HS-grad,9,Widowed,Unmarried,White,Female,0,0,5,0
19,234406,12th,8,Never-married,Own-child,White,Female,0,0,30,0
27,55390,Some-college,10,Never-married,Own-child,White,Male,0,0,45,0
31,174201,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,65,0
56,425497,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,20,0
24,47791,HS-grad,9,Never-married,Unmarried,White,Female,0,0,32,0
19,148955,Some-college,10,Never-married,Own-child,Asian-Pac-Islander,Female,0,0,35,0
48,104790,11th,7,Married-civ-spouse,Husband,White,Male,0,0,50,1
30,176992,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,1
54,167552,1st-4th,2,Married-civ-spouse,Husband,Black,Male,0,0,40,1
42,32016,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,70,0
28,120645,HS-grad,9,Never-married,Own-child,Black,Female,0,0,40,0
23,89285,Some-college,10,Never-married,Not-in-family,Other,Female,99999,0,40,1
44,243636,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,40,1
40,98466,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
59,176011,Some-college,10,Separated,Unmarried,White,Male,0,0,40,0
36,185099,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,70,1
60,198170,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,1
34,170017,HS-grad,9,Divorced,Own-child,White,Male,0,0,40,0
46,201217,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,0
49,204377,11th,7,Divorced,Own-child,White,Female,0,0,60,0
64,43738,Doctorate,16,Widowed,Not-in-family,White,Male,0,0,80,1
25,250038,Assoc-voc,11,Never-married,Not-in-family,White,Male,0,0,40,0
24,378546,11th,7,Never-married,Own-child,White,Male,0,0,39,0
31,217962,12th,8,Never-married,Not-in-family,Black,Male,0,0,40,0
34,90415,Assoc-voc,11,Never-married,Not-in-family,Black,Male,0,0,40,0
20,224238,Some-college,10,Never-married,Own-child,White,Male,0,0,6,0
27,214695,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,30,0
36,325374,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
25,397962,HS-grad,9,Never-married,Other-relative,Black,Female,0,0,40,0
56,191754,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,50,1
38,190776,Assoc-acdm,12,Divorced,Unmarried,White,Female,0,0,40,0
27,452963,Some-college,10,Never-married,Not-in-family,White,Male,0,0,40,0
21,265148,HS-grad,9,Never-married,Other-relative,White,Male,0,0,38,0
19,194905,Some-college,10,Never-married,Own-child,White,Female,0,0,30,0
45,176947,7th-8th,4,Never-married,Own-child,White,Female,0,0,20,0
52,115209,Prof-school,15,Married-spouse-absent,Unmarried,Asian-Pac-Islander,Female,0,0,40,0
29,146014,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,50,0
51,215647,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,43,0
64,47462,Some-college,10,Never-married,Not-in-family,White,Female,0,0,35,0
27,310483,Bachelors,13,Divorced,Not-in-family,White,Male,0,0,50,0
43,190786,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,1
32,197457,HS-grad,9,Divorced,Unmarried,White,Female,1471,0,38,0
34,226883,HS-grad,9,Separated,Unmarried,White,Male,0,0,49,0
19,106306,Some-college,10,Never-married,Own-child,White,Female,0,0,20,0
23,274424,11th,7,Separated,Unmarried,White,Female,0,0,40,0
59,187025,HS-grad,9,Divorced,Not-in-family,Black,Male,0,0,40,0
19,376240,HS-grad,9,Never-married,Own-child,White,Male,0,0,42,0
22,183594,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
42,40151,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,60,0
22,221533,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,20,0
65,172510,Some-college,10,Widowed,Not-in-family,White,Female,1848,0,20,0
19,195985,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,50,0
43,169031,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
56,211804,Bachelors,13,Married-civ-spouse,Husband,White,Male,15024,0,50,1
19,117595,HS-grad,9,Never-married,Own-child,White,Male,0,0,24,0
43,105936,Assoc-voc,11,Never-married,Not-in-family,White,Female,13550,0,40,1
44,55844,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,45,1
21,306850,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
40,75313,Bachelors,13,Married-civ-spouse,Husband,White,Male,7688,0,66,1
19,210308,Some-college,10,Never-married,Own-child,White,Female,0,0,15,0
56,146554,HS-grad,9,Separated,Other-relative,Black,Female,0,0,40,0
47,98726,Bachelors,13,Married-spouse-absent,Not-in-family,White,Female,0,0,40,0
72,268861,7th-8th,4,Widowed,Not-in-family,White,Female,0,0,99,0
41,277488,7th-8th,4,Married-civ-spouse,Husband,White,Male,0,0,36,0
58,81642,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,60,0
28,138692,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
27,267912,10th,6,Never-married,Unmarried,White,Male,0,0,40,0
33,40444,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
43,162887,Some-college,10,Married-civ-spouse,Husband,Black,Male,0,0,40,1
60,169204,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,0
32,260868,Bachelors,13,Married-civ-spouse,Husband,Black,Male,0,0,40,1
46,274200,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,50,0
43,112607,11th,7,Married-civ-spouse,Husband,White,Male,0,0,60,0
47,176917,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,48,1
33,281384,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,0
42,176716,Masters,14,Divorced,Not-in-family,White,Male,0,0,40,0
21,207988,HS-grad,9,Married-civ-spouse,Other-relative,White,Female,0,0,35,0
43,122975,HS-grad,9,Married-civ-spouse,Wife,Black,Female,0,0,21,0
51,29036,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,0
34,242984,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,0
26,181896,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,0
52,137658,11th,7,Married-civ-spouse,Husband,Other,Male,0,0,40,0
32,272376,Assoc-acdm,12,Never-married,Not-in-family,White,Female,0,0,40,0
55,208640,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,30,1
23,208946,Some-college,10,Never-married,Own-child,White,Male,0,0,32,0
43,153205,Prof-school,15,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,70,1
45,246431,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,30,0
30,104052,HS-grad,9,Never-married,Not-in-family,White,Male,0,1741,42,0
32,206609,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,0
51,48358,HS-grad,9,Married-civ-spouse,Husband,White,Male,3103,0,52,1
39,131288,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,5178,0,48,1
39,280570,Bachelors,13,Married-civ-spouse,Husband,White,Male,3103,0,50,1
21,209483,Some-college,10,Never-married,Own-child,White,Female,0,0,47,0
23,340543,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,38,0
68,31725,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
40,120277,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,45,0
20,217467,Some-college,10,Never-married,Own-child,White,Male,0,0,40,0
26,544319,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,0
21,383603,10th,6,Never-married,Not-in-family,White,Female,0,0,35,0
29,100049,HS-grad,9,Married-spouse-absent,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,0
68,223486,HS-grad,9,Widowed,Unmarried,White,Female,0,0,7,0
54,317733,Doctorate,16,Widowed,Unmarried,White,Male,0,2472,40,1
23,236994,HS-grad,9,Never-married,Own-child,White,Male,0,0,60,0
25,125159,Assoc-acdm,12,Married-civ-spouse,Husband,Black,Male,0,0,40,0
54,175083,HS-grad,9,Never-married,Unmarried,White,Female,0,0,20,0
47,274883,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,65,1
