SEQID,AGEG5LFS,GENDER_R,U01b000A,U01B_Collapsed_AS_Cleaned,U01b000S,U01b000T,PVLIT1,PVNUM1,ActionSeqOrder
4508,40-44,Male,34,FOLDER_VIEWED,1,171714,343.41676,327.06895,20
4508,40-44,Male,34,MAIL_DROP,1,171714,343.41676,327.06895,21
4508,40-44,Male,34,MAIL_MOVED,1,171714,343.41676,327.06895,22
4508,40-44,Male,34,MAIL_VIEWED,1,171714,343.41676,327.06895,23
4508,40-44,Male,34,MAIL_DRAG,1,171714,343.41676,327.06895,24
4508,40-44,Male,34,FOLDER_VIEWED,1,171714,343.41676,327.06895,25
4508,40-44,Male,34,MAIL_DROP,1,171714,343.41676,327.06895,26
4508,40-44,Male,34,MAIL_MOVED,1,171714,343.41676,327.06895,27
4508,40-44,Male,34,MAIL_DRAG,1,171714,343.41676,327.06895,28
4508,40-44,Male,34,FOLDER_VIEWED,1,171714,343.41676,327.06895,29
4508,40-44,Male,34,MAIL_DROP,1,171714,343.41676,327.06895,30
4508,40-44,Male,34,MAIL_MOVED,1,171714,343.41676,327.06895,31
4508,40-44,Male,34,NEXT_INQUIRY,1,171714,343.41676,327.06895,32
4510,35-39,Male,2,MAIL_DRAG,0,63989,207.97638,179.39975,0
4510,35-39,Male,2,MAIL_VIEWED,0,63989,207.97638,179.39975,1
4510,35-39,Male,2,NEXT_INQUIRY,0,63989,207.97638,179.39975,2
4524,20-24,Female,24,FOLDER_VIEWED,0,121691,319.95874,316.45768,0
4524,20-24,Female,24,MENU,0,121691,319.95874,316.45768,1
4524,20-24,Female,24,MENUITEM,0,121691,319.95874,316.45768,2
4524,20-24,Female,24,FOLDER_VIEWED,0,121691,319.95874,316.45768,3
4524,20-24,Female,24,TEXTBOX_ONFOCUS,0,121691,319.95874,316.45768,4
4524,20-24,Female,24,TEXTBOX_USE,0,121691,319.95874,316.45768,5
4524,20-24,Female,24,TEXTBOX_KILLFOCUS,0,121691,319.95874,316.45768,6
4524,20-24,Female,24,FOLDER_VIEWED,0,121691,319.95874,316.45768,7
4524,20-24,Female,24,NEW_FOLDER,0,121691,319.95874,316.45768,8
4524,20-24,Female,24,MAIL_VIEWED,0,121691,319.95874,316.45768,9
4524,20-24,Female,24,FOLDER_VIEWED,0,121691,319.95874,316.45768,10
4524,20-24,Female,24,MAIL_DRAG,0,121691,319.95874,316.45768,11
4524,20-24,Female,24,FOLDER_VIEWED,0,121691,319.95874,316.45768,12
4524,20-24,Female,24,MAIL_DROP,0,121691,319.95874,316.45768,13
4524,20-24,Female,24,MAIL_MOVED,0,121691,319.95874,316.45768,14
4524,20-24,Female,24,MAIL_VIEWED,0,121691,319.95874,316.45768,15
4524,20-24,Female,24,MAIL_DRAG,0,121691,319.95874,316.45768,16
4524,20-24,Female,24,FOLDER_VIEWED,0,121691,319.95874,316.45768,17
4524,20-24,Female,24,MAIL_DROP,0,121691,319.95874,316.45768,18
4524,20-24,Female,24,MAIL_MOVED,0,121691,319.95874,316.45768,19
4524,20-24,Female,24,NEXT_INQUIRY,0,121691,319.95874,316.45768,20
4532,30-34,Female,30,FOLDER_VIEWED,1,145721,305.39884,282.83925,0
4532,30-34,Female,30,TOOLBAR,1,145721,305.39884,282.83925,1
4532,30-34,Female,30,MENU,1,145721,305.39884,282.83925,2
4532,30-34,Female,30,MENUITEM,1,145721,305.39884,282.83925,3
4532,30-34,Female,30,TEXTBOX_ONFOCUS,1,145721,305.39884,282.83925,4
4532,30-34,Female,30,TEXTBOX_USE,1,145721,305.39884,282.83925,5
4532,30-34,Female,30,TEXTBOX_KILLFOCUS,1,145721,305.39884,282.83925,6
4532,30-34,Female,30,BUTTON,1,145721,305.39884,282.83925,7
4532,30-34,Female,30,FOLDER_VIEWED,1,145721,305.39884,282.83925,8
4532,30-34,Female,30,NEW_FOLDER,1,145721,305.39884,282.83925,9
4532,30-34,Female,30,MAIL_VIEWED,1,145721,305.39884,282.83925,10
4532,30-34,Female,30,MAIL_DRAG,1,145721,305.39884,282.83925,11
4532,30-34,Female,30,MAIL_VIEWED,1,145721,305.39884,282.83925,12
4532,30-34,Female,30,FOLDER_VIEWED,1,145721,305.39884,282.83925,13
4532,30-34,Female,30,MAIL_DROP,1,145721,305.39884,282.83925,14
4532,30-34,Female,30,MAIL_MOVED,1,145721,305.39884,282.83925,15
4532,30-34,Female,30,MAIL_VIEWED,1,145721,305.39884,282.83925,16
4532,30-34,Female,30,MAIL_DRAG,1,145721,305.39884,282.83925,17
4532,30-34,Female,30,MAIL_VIEWED,1,145721,305.39884,282.83925,18
4532,30-34,Female,30,FOLDER_VIEWED,1,145721,305.39884,282.83925,19
4532,30-34,Female,30,MAIL_DROP,1,145721,305.39884,282.83925,20
4532,30-34,Female,30,MAIL_MOVED,1,145721,305.39884,282.83925,21
4532,30-34,Female,30,MAIL_VIEWED,1,145721,305.39884,282.83925,22
4532,30-34,Female,30,MAIL_DRAG,1,145721,305.39884,282.83925,23
4532,30-34,Female,30,FOLDER_VIEWED,1,145721,305.39884,282.83925,24
4532,30-34,Female,30,MAIL_DROP,1,145721,305.39884,282.83925,25
4532,30-34,Female,30,MAIL_MOVED,1,145721,305.39884,282.83925,26
4532,30-34,Female,30,NEXT_INQUIRY,1,145721,305.39884,282.83925,27
4538,40-44,Female,92,FOLDER_UNFOLDED,0,268269,318.55733,271.03412,0
4538,40-44,Female,92,FOLDER_FOLDED,0,268269,318.55733,271.03412,1
4538,40-44,Female,92,MENU,0,268269,318.55733,271.03412,2
4538,40-44,Female,92,MENUITEM,0,268269,318.55733,271.03412,3
4538,40-44,Female,92,TEXTBOX_ONFOCUS,0,268269,318.55733,271.03412,4
4538,40-44,Female,92,TEXTBOX_USE,0,268269,318.55733,271.03412,5
4538,40-44,Female,92,TEXTBOX_KILLFOCUS,0,268269,318.55733,271.03412,6
4538,40-44,Female,92,BUTTON,0,268269,318.55733,271.03412,7
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,8
4538,40-44,Female,92,NEW_FOLDER,0,268269,318.55733,271.03412,9
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,10
4538,40-44,Female,92,MENU,0,268269,318.55733,271.03412,11
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,12
4538,40-44,Female,92,MAIL_VIEWED,0,268269,318.55733,271.03412,13
4538,40-44,Female,92,TOOLBAR,0,268269,318.55733,271.03412,14
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,15
4538,40-44,Female,92,MAIL_MOVED,0,268269,318.55733,271.03412,16
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,17
4538,40-44,Female,92,MENU,0,268269,318.55733,271.03412,18
4538,40-44,Female,92,MAIL_VIEWED,0,268269,318.55733,271.03412,19
4538,40-44,Female,92,TOOLBAR,0,268269,318.55733,271.03412,20
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,21
4538,40-44,Female,92,MAIL_MOVED,0,268269,318.55733,271.03412,22
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,23
4538,40-44,Female,92,MENU,0,268269,318.55733,271.03412,24
4538,40-44,Female,92,MENUITEM,0,268269,318.55733,271.03412,25
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,26
4538,40-44,Female,92,DELETE_FOLDER,0,268269,318.55733,271.03412,27
4538,40-44,Female,92,MENU,0,268269,318.55733,271.03412,28
4538,40-44,Female,92,MENUITEM,0,268269,318.55733,271.03412,29
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,30
4538,40-44,Female,92,TEXTBOX_ONFOCUS,0,268269,318.55733,271.03412,31
4538,40-44,Female,92,TEXTBOX_USE,0,268269,318.55733,271.03412,32
4538,40-44,Female,92,TEXTBOX_KILLFOCUS,0,268269,318.55733,271.03412,33
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,34
4538,40-44,Female,92,NEW_FOLDER,0,268269,318.55733,271.03412,35
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,36
4538,40-44,Female,92,MAIL_VIEWED,0,268269,318.55733,271.03412,37
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,38
4538,40-44,Female,92,MENU,0,268269,318.55733,271.03412,39
4538,40-44,Female,92,MENUITEM,0,268269,318.55733,271.03412,40
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,41
4538,40-44,Female,92,TEXTBOX_ONFOCUS,0,268269,318.55733,271.03412,42
4538,40-44,Female,92,TEXTBOX_USE,0,268269,318.55733,271.03412,43
4538,40-44,Female,92,TEXTBOX_KILLFOCUS,0,268269,318.55733,271.03412,44
4538,40-44,Female,92,NEW_FOLDER,0,268269,318.55733,271.03412,45
4538,40-44,Female,92,MAIL_VIEWED,0,268269,318.55733,271.03412,46
4538,40-44,Female,92,MAIL_DRAG,0,268269,318.55733,271.03412,47
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,48
4538,40-44,Female,92,MAIL_DROP,0,268269,318.55733,271.03412,49
4538,40-44,Female,92,MAIL_MOVED,0,268269,318.55733,271.03412,50
4538,40-44,Female,92,MAIL_VIEWED,0,268269,318.55733,271.03412,51
4538,40-44,Female,92,MAIL_DRAG,0,268269,318.55733,271.03412,52
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,53
4538,40-44,Female,92,MAIL_DROP,0,268269,318.55733,271.03412,54
4538,40-44,Female,92,MAIL_MOVED,0,268269,318.55733,271.03412,55
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,56
4538,40-44,Female,92,MAIL_VIEWED,0,268269,318.55733,271.03412,57
4538,40-44,Female,92,MAIL_DRAG,0,268269,318.55733,271.03412,58
4538,40-44,Female,92,MAIL_VIEWED,0,268269,318.55733,271.03412,59
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,60
4538,40-44,Female,92,MAIL_DROP,0,268269,318.55733,271.03412,61
4538,40-44,Female,92,MAIL_MOVED,0,268269,318.55733,271.03412,62
4538,40-44,Female,92,MAIL_VIEWED,0,268269,318.55733,271.03412,63
4538,40-44,Female,92,MAIL_DRAG,0,268269,318.55733,271.03412,64
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,65
4538,40-44,Female,92,MAIL_DROP,0,268269,318.55733,271.03412,66
4538,40-44,Female,92,MAIL_MOVED,0,268269,318.55733,271.03412,67
4538,40-44,Female,92,MAIL_VIEWED,0,268269,318.55733,271.03412,68
4538,40-44,Female,92,MAIL_DRAG,0,268269,318.55733,271.03412,69
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,70
4538,40-44,Female,92,MAIL_DROP,0,268269,318.55733,271.03412,71
4538,40-44,Female,92,MAIL_MOVED,0,268269,318.55733,271.03412,72
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,73
4538,40-44,Female,92,MAIL_VIEWED,0,268269,318.55733,271.03412,74
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,75
4538,40-44,Female,92,MAIL_VIEWED,0,268269,318.55733,271.03412,76
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,77
4538,40-44,Female,92,MENU,0,268269,318.55733,271.03412,78
4538,40-44,Female,92,MENUITEM,0,268269,318.55733,271.03412,79
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,80
4538,40-44,Female,92,DELETE_FOLDER,0,268269,318.55733,271.03412,81
4538,40-44,Female,92,FOLDER_VIEWED,0,268269,318.55733,271.03412,82
4538,40-44,Female,92,NEXT_INQUIRY,0,268269,318.55733,271.03412,83
4539,25-29,Female,38,MENU,1,144944,248.79646,235.73676,0
4539,25-29,Female,38,MENUITEM,1,144944,248.79646,235.73676,1
4539,25-29,Female,38,FOLDER_VIEWED,1,144944,248.79646,235.73676,2
4539,25-29,Female,38,TEXTBOX_ONFOCUS,1,144944,248.79646,235.73676,3
4539,25-29,Female,38,TEXTBOX_USE,1,144944,248.79646,235.73676,4
4539,25-29,Female,38,TEXTBOX_KILLFOCUS,1,144944,248.79646,235.73676,5
4539,25-29,Female,38,NEW_FOLDER,1,144944,248.79646,235.73676,6
4539,25-29,Female,38,MAIL_VIEWED,1,144944,248.79646,235.73676,7
4539,25-29,Female,38,MAIL_DRAG,1,144944,248.79646,235.73676,8
4539,25-29,Female,38,MAIL_VIEWED,1,144944,248.79646,235.73676,9
4539,25-29,Female,38,FOLDER_VIEWED,1,144944,248.79646,235.73676,10
4539,25-29,Female,38,MAIL_DROP,1,144944,248.79646,235.73676,11
4539,25-29,Female,38,MAIL_MOVED,1,144944,248.79646,235.73676,12
4539,25-29,Female,38,MAIL_VIEWED,1,144944,248.79646,235.73676,13
4539,25-29,Female,38,MENU,1,144944,248.79646,235.73676,14
4539,25-29,Female,38,MENUITEM,1,144944,248.79646,235.73676,15
4539,25-29,Female,38,FOLDER_VIEWED,1,144944,248.79646,235.73676,16
4539,25-29,Female,38,TEXTBOX_ONFOCUS,1,144944,248.79646,235.73676,17
4539,25-29,Female,38,TEXTBOX_USE,1,144944,248.79646,235.73676,18
4539,25-29,Female,38,TEXTBOX_KILLFOCUS,1,144944,248.79646,235.73676,19
4539,25-29,Female,38,NEW_FOLDER,1,144944,248.79646,235.73676,20
4539,25-29,Female,38,MAIL_VIEWED,1,144944,248.79646,235.73676,21
4539,25-29,Female,38,MAIL_DRAG,1,144944,248.79646,235.73676,22
4539,25-29,Female,38,FOLDER_VIEWED,1,144944,248.79646,235.73676,23
4539,25-29,Female,38,MAIL_DROP,1,144944,248.79646,235.73676,24
4539,25-29,Female,38,MAIL_MOVED,1,144944,248.79646,235.73676,25
4539,25-29,Female,38,MAIL_VIEWED,1,144944,248.79646,235.73676,26
4539,25-29,Female,38,MAIL_DRAG,1,144944,248.79646,235.73676,27
4539,25-29,Female,38,FOLDER_VIEWED,1,144944,248.79646,235.73676,28
4539,25-29,Female,38,MAIL_DROP,1,144944,248.79646,235.73676,29
4539,25-29,Female,38,MAIL_MOVED,1,144944,248.79646,235.73676,30
4539,25-29,Female,38,MAIL_VIEWED,1,144944,248.79646,235.73676,31
4539,25-29,Female,38,MAIL_DRAG,1,144944,248.79646,235.73676,32
4539,25-29,Female,38,MAIL_VIEWED,1,144944,248.79646,235.73676,33
4539,25-29,Female,38,FOLDER_VIEWED,1,144944,248.79646,235.73676,34
4539,25-29,Female,38,MAIL_DROP,1,144944,248.79646,235.73676,35
4539,25-29,Female,38,MAIL_MOVED,1,144944,248.79646,235.73676,36
4539,25-29,Female,38,MAIL_VIEWED,1,144944,248.79646,235.73676,37
4539,25-29,Female,38,MAIL_DRAG,1,144944,248.79646,235.73676,38
4539,25-29,Female,38,FOLDER_VIEWED,1,144944,248.79646,235.73676,39
4539,25-29,Female,38,MAIL_DROP,1,144944,248.79646,235.73676,40
4539,25-29,Female,38,MAIL_MOVED,1,144944,248.79646,235.73676,41
4539,25-29,Female,38,NEXT_INQUIRY,1,144944,248.79646,235.73676,42
4543,25-29,Male,34,MAIL_VIEWED,1,262160,193.76941,175.1581,0
4543,25-29,Male,34,FOLDER_VIEWED,1,262160,193.76941,175.1581,1
4543,25-29,Male,34,MAIL_VIEWED,1,262160,193.76941,175.1581,2
4543,25-29,Male,34,TOOLBAR,1,262160,193.76941,175.1581,3
4543,25-29,Male,34,BUTTON,1,262160,193.76941,175.1581,4
4543,25-29,Male,34,MENU,1,262160,193.76941,175.1581,5
4543,25-29,Male,34,MENUITEM,1,262160,193.76941,175.1581,6
4543,25-29,Male,34,TEXTBOX_ONFOCUS,1,262160,193.76941,175.1581,7
4543,25-29,Male,34,TEXTBOX_USE,1,262160,193.76941,175.1581,8
4543,25-29,Male,34,TEXTBOX_KILLFOCUS,1,262160,193.76941,175.1581,9
4543,25-29,Male,34,BUTTON,1,262160,193.76941,175.1581,10
4543,25-29,Male,34,FOLDER_VIEWED,1,262160,193.76941,175.1581,11
4543,25-29,Male,34,NEW_FOLDER,1,262160,193.76941,175.1581,12
4543,25-29,Male,34,MAIL_VIEWED,1,262160,193.76941,175.1581,13
4543,25-29,Male,34,MAIL_DRAG,1,262160,193.76941,175.1581,14
4543,25-29,Male,34,MAIL_VIEWED,1,262160,193.76941,175.1581,15
4543,25-29,Male,34,FOLDER_VIEWED,1,262160,193.76941,175.1581,16
4543,25-29,Male,34,MAIL_VIEWED,1,262160,193.76941,175.1581,17
4543,25-29,Male,34,TOOLBAR,1,262160,193.76941,175.1581,18
4543,25-29,Male,34,FOLDER_VIEWED,1,262160,193.76941,175.1581,19
4543,25-29,Male,34,MAIL_MOVED,1,262160,193.76941,175.1581,20
4543,25-29,Male,34,MAIL_VIEWED,1,262160,193.76941,175.1581,21
4543,25-29,Male,34,TOOLBAR,1,262160,193.76941,175.1581,22
4543,25-29,Male,34,FOLDER_VIEWED,1,262160,193.76941,175.1581,23
4543,25-29,Male,34,MAIL_MOVED,1,262160,193.76941,175.1581,24
4543,25-29,Male,34,MAIL_VIEWED,1,262160,193.76941,175.1581,25
4543,25-29,Male,34,TOOLBAR,1,262160,193.76941,175.1581,26
4543,25-29,Male,34,FOLDER_VIEWED,1,262160,193.76941,175.1581,27
4543,25-29,Male,34,MAIL_MOVED,1,262160,193.76941,175.1581,28
4543,25-29,Male,34,MAIL_VIEWED,1,262160,193.76941,175.1581,29
4543,25-29,Male,34,NEXT_INQUIRY,1,262160,193.76941,175.1581,30
4548,45-49,Female,40,MAIL_VIEWED,1,288712,319.57816,279.86515,0
4548,45-49,Female,40,TOOLBAR,1,288712,319.57816,279.86515,1
4548,45-49,Female,40,MC_HELP_TOOLBAR,1,288712,319.57816,279.86515,2
4548,45-49,Female,40,MAIL_VIEWED,1,288712,319.57816,279.86515,3
4548,45-49,Female,40,TOOLBAR,1,288712,319.57816,279.86515,4
4548,45-49,Female,40,BUTTON,1,288712,319.57816,279.86515,5
4548,45-49,Female,40,MENU,1,288712,319.57816,279.86515,6
4548,45-49,Female,40,MENUITEM,1,288712,319.57816,279.86515,7
4548,45-49,Female,40,TEXTBOX_ONFOCUS,1,288712,319.57816,279.86515,8
4548,45-49,Female,40,TEXTBOX_USE,1,288712,319.57816,279.86515,9
4548,45-49,Female,40,TEXTBOX_KILLFOCUS,1,288712,319.57816,279.86515,10
4548,45-49,Female,40,BUTTON,1,288712,319.57816,279.86515,11
4548,45-49,Female,40,FOLDER_VIEWED,1,288712,319.57816,279.86515,12
4548,45-49,Female,40,NEW_FOLDER,1,288712,319.57816,279.86515,13
4548,45-49,Female,40,MAIL_VIEWED,1,288712,319.57816,279.86515,14
4548,45-49,Female,40,TOOLBAR,1,288712,319.57816,279.86515,15
4548,45-49,Female,40,FOLDER_VIEWED,1,288712,319.57816,279.86515,16
4548,45-49,Female,40,MAIL_MOVED,1,288712,319.57816,279.86515,17
4548,45-49,Female,40,MAIL_VIEWED,1,288712,319.57816,279.86515,18
4548,45-49,Female,40,MENU,1,288712,319.57816,279.86515,19
4548,45-49,Female,40,MENUITEM,1,288712,319.57816,279.86515,20
4548,45-49,Female,40,TEXTBOX_ONFOCUS,1,288712,319.57816,279.86515,21
4548,45-49,Female,40,TEXTBOX_USE,1,288712,319.57816,279.86515,22
4548,45-49,Female,40,TEXTBOX_KILLFOCUS,1,288712,319.57816,279.86515,23
4548,45-49,Female,40,NEW_FOLDER,1,288712,319.57816,279.86515,24
4548,45-49,Female,40,MAIL_VIEWED,1,288712,319.57816,279.86515,25
4548,45-49,Female,40,TOOLBAR,1,288712,319.57816,279.86515,26
4548,45-49,Female,40,FOLDER_VIEWED,1,288712,319.57816,279.86515,27
4548,45-49,Female,40,MAIL_MOVED,1,288712,319.57816,279.86515,28
4548,45-49,Female,40,MAIL_VIEWED,1,288712,319.57816,279.86515,29
4548,45-49,Female,40,TOOLBAR,1,288712,319.57816,279.86515,30
4548,45-49,Female,40,FOLDER_VIEWED,1,288712,319.57816,279.86515,31
4548,45-49,Female,40,MAIL_MOVED,1,288712,319.57816,279.86515,32
4548,45-49,Female,40,MAIL_VIEWED,1,288712,319.57816,279.86515,33
4548,45-49,Female,40,TOOLBAR,1,288712,319.57816,279.86515,34
4548,45-49,Female,40,FOLDER_VIEWED,1,288712,319.57816,279.86515,35
4548,45-49,Female,40,MAIL_MOVED,1,288712,319.57816,279.86515,36
4548,45-49,Female,40,MAIL_VIEWED,1,288712,319.57816,279.86515,37
4548,45-49,Female,40,TOOLBAR,1,288712,319.57816,279.86515,38
4548,45-49,Female,40,FOLDER_VIEWED,1,288712,319.57816,279.86515,39
4548,45-49,Female,40,MAIL_MOVED,1,288712,319.57816,279.86515,40
4548,45-49,Female,40,NEXT_INQUIRY,1,288712,319.57816,279.86515,41
4553,30-34,Female,0,NEXT_INQUIRY,0,72668,282.83237,259.9511,0
4557,20-24,Male,36,MENU,1,117126,256.62397,253.73124,0
4557,20-24,Male,36,MENUITEM,1,117126,256.62397,253.73124,1
4557,20-24,Male,36,FOLDER_VIEWED,1,117126,256.62397,253.73124,2
4557,20-24,Male,36,TEXTBOX_ONFOCUS,1,117126,256.62397,253.73124,3
4557,20-24,Male,36,TEXTBOX_USE,1,117126,256.62397,253.73124,4
4557,20-24,Male,36,TEXTBOX_KILLFOCUS,1,117126,256.62397,253.73124,5
4557,20-24,Male,36,NEW_FOLDER,1,117126,256.62397,253.73124,6
4557,20-24,Male,36,MAIL_VIEWED,1,117126,256.62397,253.73124,7
4557,20-24,Male,36,MAIL_DRAG,1,117126,256.62397,253.73124,8
4557,20-24,Male,36,FOLDER_VIEWED,1,117126,256.62397,253.73124,9
4557,20-24,Male,36,MAIL_DROP,1,117126,256.62397,253.73124,10
4557,20-24,Male,36,MAIL_MOVED,1,117126,256.62397,253.73124,11
4557,20-24,Male,36,MAIL_VIEWED,1,117126,256.62397,253.73124,12
4557,20-24,Male,36,MAIL_DRAG,1,117126,256.62397,253.73124,13
4557,20-24,Male,36,FOLDER_VIEWED,1,117126,256.62397,253.73124,14
4557,20-24,Male,36,MAIL_DROP,1,117126,256.62397,253.73124,15
4557,20-24,Male,36,MAIL_MOVED,1,117126,256.62397,253.73124,16
4557,20-24,Male,36,FOLDER_VIEWED,1,117126,256.62397,253.73124,17
4557,20-24,Male,36,MAIL_VIEWED,1,117126,256.62397,253.73124,18
4557,20-24,Male,36,MAIL_DRAG,1,117126,256.62397,253.73124,19
4557,20-24,Male,36,FOLDER_VIEWED,1,117126,256.62397,253.73124,20
4557,20-24,Male,36,MAIL_DROP,1,117126,256.62397,253.73124,21
4557,20-24,Male,36,MAIL_MOVED,1,117126,256.62397,253.73124,22
4557,20-24,Male,36,FOLDER_VIEWED,1,117126,256.62397,253.73124,23
4557,20-24,Male,36,MAIL_VIEWED,1,117126,256.62397,253.73124,24
4557,20-24,Male,36,MAIL_DRAG,1,117126,256.62397,253.73124,25
4557,20-24,Male,36,FOLDER_VIEWED,1,117126,256.62397,253.73124,26
4557,20-24,Male,36,MAIL_DROP,1,117126,256.62397,253.73124,27
4557,20-24,Male,36,MAIL_MOVED,1,117126,256.62397,253.73124,28
4557,20-24,Male,36,MAIL_VIEWED,1,117126,256.62397,253.73124,29
4557,20-24,Male,36,MAIL_DRAG,1,117126,256.62397,253.73124,30
4557,20-24,Male,36,FOLDER_VIEWED,1,117126,256.62397,253.73124,31
4557,20-24,Male,36,MAIL_DROP,1,117126,256.62397,253.73124,32
4557,20-24,Male,36,MAIL_MOVED,1,117126,256.62397,253.73124,33
4557,20-24,Male,36,MAIL_VIEWED,1,117126,256.62397,253.73124,34
4557,20-24,Male,36,MAIL_DRAG,1,117126,256.62397,253.73124,35
4557,20-24,Male,36,FOLDER_VIEWED,1,117126,256.62397,253.73124,36
4557,20-24,Male,36,MAIL_DROP,1,117126,256.62397,253.73124,37
4557,20-24,Male,36,MAIL_MOVED,1,117126,256.62397,253.73124,38
4557,20-24,Male,36,FOLDER_VIEWED,1,117126,256.62397,253.73124,39
4557,20-24,Male,36,NEXT_INQUIRY,1,117126,256.62397,253.73124,40
4558,25-29,Female,30,MENU,1,142609,270.63704,230.97127,0
4558,25-29,Female,30,MENUITEM,1,142609,270.63704,230.97127,1
4558,25-29,Female,30,TEXTBOX_ONFOCUS,1,142609,270.63704,230.97127,2
4558,25-29,Female,30,TEXTBOX_USE,1,142609,270.63704,230.97127,3
4558,25-29,Female,30,TEXTBOX_KILLFOCUS,1,142609,270.63704,230.97127,4
4558,25-29,Female,30,BUTTON,1,142609,270.63704,230.97127,5
4558,25-29,Female,30,FOLDER_VIEWED,1,142609,270.63704,230.97127,6
4558,25-29,Female,30,NEW_FOLDER,1,142609,270.63704,230.97127,7
4558,25-29,Female,30,MAIL_VIEWED,1,142609,270.63704,230.97127,8
4558,25-29,Female,30,MAIL_DRAG,1,142609,270.63704,230.97127,9
4558,25-29,Female,30,FOLDER_VIEWED,1,142609,270.63704,230.97127,10
4558,25-29,Female,30,MAIL_DROP,1,142609,270.63704,230.97127,11
4558,25-29,Female,30,MAIL_MOVED,1,142609,270.63704,230.97127,12
4558,25-29,Female,30,MAIL_VIEWED,1,142609,270.63704,230.97127,13
4558,25-29,Female,30,MAIL_DRAG,1,142609,270.63704,230.97127,14
4558,25-29,Female,30,MAIL_VIEWED,1,142609,270.63704,230.97127,15
4558,25-29,Female,30,FOLDER_VIEWED,1,142609,270.63704,230.97127,16
4558,25-29,Female,30,MAIL_DROP,1,142609,270.63704,230.97127,17
4558,25-29,Female,30,MAIL_MOVED,1,142609,270.63704,230.97127,18
4558,25-29,Female,30,MAIL_VIEWED,1,142609,270.63704,230.97127,19
4558,25-29,Female,30,MAIL_DRAG,1,142609,270.63704,230.97127,20
4558,25-29,Female,30,FOLDER_VIEWED,1,142609,270.63704,230.97127,21
4558,25-29,Female,30,MAIL_DROP,1,142609,270.63704,230.97127,22
4558,25-29,Female,30,MAIL_MOVED,1,142609,270.63704,230.97127,23
4558,25-29,Female,30,MAIL_VIEWED,1,142609,270.63704,230.97127,24
4558,25-29,Female,30,MAIL_DRAG,1,142609,270.63704,230.97127,25
4558,25-29,Female,30,FOLDER_VIEWED,1,142609,270.63704,230.97127,26
4558,25-29,Female,30,MAIL_DROP,1,142609,270.63704,230.97127,27
4558,25-29,Female,30,MAIL_MOVED,1,142609,270.63704,230.97127,28
4558,25-29,Female,30,MAIL_VIEWED,1,142609,270.63704,230.97127,29
4558,25-29,Female,30,MAIL_DRAG,1,142609,270.63704,230.97127,30
4558,25-29,Female,30,FOLDER_VIEWED,1,142609,270.63704,230.97127,31
4558,25-29,Female,30,MAIL_DROP,1,142609,270.63704,230.97127,32
4558,25-29,Female,30,MAIL_MOVED,1,142609,270.63704,230.97127,33
4558,25-29,Female,30,NEXT_INQUIRY,1,142609,270.63704,230.97127,34
4560,55-59,Female,32,MENU,1,173627,325.05681,299.6911,0
4560,55-59,Female,32,MENUITEM,1,173627,325.05681,299.6911,1
4560,55-59,Female,32,TEXTBOX_ONFOCUS,1,173627,325.05681,299.6911,2
4560,55-59,Female,32,TEXTBOX_USE,1,173627,325.05681,299.6911,3
4560,55-59,Female,32,TEXTBOX_KILLFOCUS,1,173627,325.05681,299.6911,4
4560,55-59,Female,32,FOLDER_VIEWED,1,173627,325.05681,299.6911,5
4560,55-59,Female,32,NEW_FOLDER,1,173627,325.05681,299.6911,6
4560,55-59,Female,32,MENU,1,173627,325.05681,299.6911,7
4560,55-59,Female,32,MAIL_VIEWED,1,173627,325.05681,299.6911,8
4560,55-59,Female,32,TOOLBAR,1,173627,325.05681,299.6911,9
