AGEP,SCHL,SEX,ESP,CIT,MIG,MIL,ANC,DEAR,DEYE,DREM,PINCP,ESR,FER,label
0.0,0.0,2.0,7.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
24.0,16.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,31000.0,1.0,2.0,False
0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
51.0,14.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,30000.0,6.0,0.0,False
28.0,16.0,1.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,100000.0,1.0,0.0,False
72.0,16.0,2.0,0.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,19400.0,6.0,0.0,True
63.0,19.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,109500.0,1.0,0.0,False
31.0,22.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,50000.0,1.0,2.0,False
51.0,18.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,64000.0,1.0,0.0,False
58.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,78200.0,1.0,0.0,False
81.0,21.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,1900.0,6.0,0.0,False
40.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,140000.0,1.0,0.0,False
12.0,10.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
82.0,23.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,85700.0,6.0,0.0,True
67.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,59500.0,6.0,0.0,False
23.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,30000.0,1.0,2.0,False
26.0,22.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,60000.0,1.0,2.0,False
29.0,21.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,120200.0,4.0,2.0,False
47.0,22.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,100000.0,1.0,2.0,False
24.0,16.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,9500.0,1.0,2.0,False
90.0,20.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,29400.0,6.0,0.0,False
31.0,21.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,85000.0,6.0,0.0,False
18.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,500.0,3.0,0.0,False
17.0,18.0,2.0,5.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,True
37.0,13.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,100000.0,1.0,0.0,False
27.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,2.0,True
27.0,12.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,7800.0,1.0,2.0,False
2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,False
70.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,9700.0,6.0,0.0,False
25.0,18.0,1.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,1000.0,1.0,0.0,False
52.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,22000.0,1.0,0.0,False
55.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,48800.0,6.0,0.0,False
21.0,19.0,1.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,True
13.0,10.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
76.0,6.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,16800.0,6.0,0.0,False
36.0,19.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,240000.0,1.0,0.0,False
14.0,12.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,True
47.0,15.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,14000.0,1.0,0.0,False
58.0,7.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,64000.0,1.0,0.0,False
63.0,8.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,19200.0,6.0,0.0,False
9.0,5.0,2.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
8.0,5.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
25.0,16.0,1.0,0.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,18000.0,1.0,0.0,False
52.0,9.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,16000.0,1.0,0.0,False
53.0,16.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,0.0,False
27.0,16.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,340.0,6.0,1.0,False
56.0,16.0,1.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,100000.0,1.0,0.0,False
15.0,12.0,2.0,7.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,False
67.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,10000.0,6.0,0.0,False
16.0,13.0,2.0,7.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
46.0,17.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
2.0,0.0,2.0,7.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
75.0,12.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,10800.0,6.0,0.0,False
79.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,40000.0,6.0,0.0,True
50.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
16.0,12.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,6.0,2.0,False
53.0,19.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,140000.0,2.0,0.0,False
80.0,9.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,5500.0,6.0,0.0,False
23.0,21.0,2.0,0.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,9600.0,2.0,2.0,False
62.0,16.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1300.0,1.0,0.0,False
27.0,16.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,23000.0,1.0,0.0,False
16.0,13.0,2.0,7.0,1.0,3.0,0.0,4.0,2.0,2.0,2.0,6000.0,1.0,2.0,False
65.0,23.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,12000.0,6.0,0.0,True
56.0,24.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,65000.0,6.0,0.0,False
40.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,100000.0,1.0,2.0,False
80.0,22.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,99600.0,6.0,0.0,True
90.0,16.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,29000.0,6.0,0.0,True
66.0,22.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,175000.0,6.0,0.0,False
74.0,16.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,6000.0,6.0,0.0,False
19.0,19.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
7.0,5.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
7.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
79.0,1.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
18.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,False
22.0,16.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,7000.0,1.0,2.0,False
65.0,22.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,90000.0,6.0,0.0,False
30.0,16.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,55000.0,1.0,2.0,False
12.0,9.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
18.0,14.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,6.0,2.0,False
8.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
12.0,9.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
81.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,63600.0,6.0,0.0,True
19.0,16.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,16000.0,1.0,0.0,False
37.0,19.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,False
46.0,21.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,60000.0,1.0,0.0,False
67.0,19.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,14200.0,6.0,0.0,False
63.0,12.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
46.0,20.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,110000.0,1.0,0.0,False
15.0,13.0,2.0,7.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,False
58.0,17.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,3.0,0.0,False
44.0,21.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,115000.0,1.0,2.0,False
62.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,80000.0,1.0,0.0,False
16.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
59.0,19.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,9000.0,6.0,0.0,False
65.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,60000.0,6.0,0.0,False
35.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,17000.0,1.0,2.0,False
62.0,20.0,2.0,0.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,293000.0,2.0,0.0,False
28.0,20.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,60000.0,1.0,0.0,False
51.0,22.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,0.0,False
52.0,21.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,125000.0,1.0,0.0,False
57.0,6.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,35000.0,1.0,0.0,False
58.0,21.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,150000.0,1.0,0.0,False
21.0,16.0,2.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,3100.0,1.0,2.0,False
70.0,16.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,36000.0,1.0,0.0,False
32.0,15.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,1.0,False
78.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,74000.0,1.0,0.0,False
1.0,0.0,2.0,2.0,1.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,False
49.0,19.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,130000.0,1.0,0.0,False
67.0,20.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,87600.0,1.0,0.0,True
14.0,12.0,2.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
79.0,20.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,13100.0,1.0,0.0,False
6.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
70.0,21.0,2.0,0.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,30000.0,6.0,0.0,True
18.0,16.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,10000.0,2.0,1.0,False
72.0,13.0,2.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
55.0,20.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,75000.0,1.0,0.0,False
24.0,15.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,False
3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,False
23.0,14.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,6.0,0.0,False
55.0,16.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
40.0,16.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,25000.0,1.0,0.0,False
33.0,20.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,30000.0,1.0,0.0,False
36.0,15.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
79.0,1.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,7900.0,6.0,0.0,False
11.0,8.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
62.0,19.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,30000.0,1.0,0.0,False
43.0,21.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,75000.0,1.0,2.0,False
13.0,8.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
30.0,19.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,55000.0,1.0,0.0,False
49.0,12.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,1.0,2.0,22200.0,6.0,0.0,False
45.0,10.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,36500.0,1.0,0.0,False
15.0,12.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,False
66.0,15.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,12500.0,6.0,0.0,False
68.0,23.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,121000.0,6.0,0.0,False
32.0,24.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,140000.0,1.0,0.0,False
72.0,9.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,14900.0,6.0,0.0,False
52.0,21.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,220000.0,1.0,0.0,False
54.0,19.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,25000.0,6.0,0.0,False
94.0,19.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,50400.0,6.0,0.0,False
58.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,880.0,6.0,0.0,False
20.0,16.0,2.0,0.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,5000.0,1.0,2.0,False
34.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,62000.0,1.0,0.0,False
22.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,60000.0,1.0,2.0,False
56.0,21.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,225000.0,1.0,0.0,False
85.0,16.0,2.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
31.0,23.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,105000.0,1.0,0.0,False
20.0,19.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,1200.0,1.0,2.0,False
57.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,150000.0,1.0,0.0,False
29.0,19.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,25000.0,1.0,0.0,False
25.0,19.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,26000.0,4.0,0.0,False
5.0,2.0,1.0,7.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
84.0,1.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,10900.0,6.0,0.0,False
32.0,21.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,115000.0,1.0,0.0,False
21.0,14.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,4000.0,6.0,0.0,False
74.0,19.0,1.0,0.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,25500.0,6.0,0.0,False
39.0,22.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,250900.0,1.0,0.0,False
62.0,22.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,92500.0,6.0,0.0,False
9.0,8.0,2.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,False
53.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,125000.0,1.0,0.0,False
46.0,3.0,2.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2000.0,6.0,2.0,False
6.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
48.0,19.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,100400.0,1.0,0.0,False
71.0,5.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,6.0,0.0,True
40.0,16.0,1.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,14000.0,1.0,0.0,False
45.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,95000.0,1.0,2.0,False
29.0,21.0,2.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,17900.0,1.0,2.0,False
6.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
15.0,12.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,False
8.0,5.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
28.0,16.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,5000.0,1.0,0.0,False
52.0,9.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,12000.0,1.0,0.0,False
12.0,8.0,2.0,7.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
44.0,19.0,2.0,0.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,36400.0,1.0,2.0,False
89.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
4.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,True
94.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,7500.0,6.0,0.0,False
38.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,19000.0,1.0,2.0,False
38.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,68600.0,1.0,2.0,False
71.0,16.0,1.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,9000.0,6.0,0.0,False
47.0,21.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,79700.0,1.0,2.0,False
49.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,17000.0,1.0,2.0,False
75.0,16.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,21800.0,6.0,0.0,False
21.0,19.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,16300.0,1.0,2.0,False
73.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,37000.0,1.0,0.0,True
76.0,23.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,174400.0,1.0,0.0,False
33.0,18.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,24000.0,1.0,2.0,False
8.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
19.0,18.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,2.0,False
76.0,18.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,11100.0,6.0,0.0,False
88.0,16.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,16900.0,6.0,0.0,False
43.0,16.0,1.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,0.0,False
26.0,24.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,12000.0,1.0,0.0,False
4.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,True
5.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
49.0,16.0,1.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2300.0,3.0,0.0,False
50.0,21.0,2.0,0.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,300000.0,1.0,2.0,True
69.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,388300.0,6.0,0.0,False
7.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
81.0,16.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,13500.0,6.0,0.0,True
10.0,7.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,True
59.0,21.0,2.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,38000.0,1.0,0.0,False
55.0,20.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,65000.0,1.0,0.0,False
20.0,20.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,35000.0,1.0,2.0,False
54.0,15.0,1.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,39800.0,1.0,0.0,False
1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,False
15.0,12.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,False
47.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,70000.0,1.0,2.0,False
69.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,8800.0,6.0,0.0,False
58.0,20.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,116000.0,1.0,0.0,False
64.0,16.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
48.0,16.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
12.0,9.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,False
70.0,19.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,40000.0,6.0,0.0,False
28.0,18.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,30000.0,1.0,2.0,False
54.0,19.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,50000.0,1.0,0.0,False
17.0,14.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
5.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,False
79.0,9.0,1.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,33600.0,6.0,0.0,False
94.0,20.0,2.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,12900.0,6.0,0.0,True
32.0,22.0,2.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,25000.0,1.0,2.0,False
54.0,21.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,114000.0,1.0,0.0,False
79.0,9.0,2.0,0.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,10300.0,6.0,0.0,False
57.0,16.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,12000.0,1.0,0.0,False
32.0,21.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,64000.0,1.0,0.0,False
67.0,16.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,49500.0,6.0,0.0,False
49.0,13.0,2.0,0.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,6000.0,3.0,1.0,False
37.0,22.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,67000.0,1.0,1.0,False
7.0,4.0,2.0,7.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,True
24.0,21.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,24000.0,1.0,0.0,False
59.0,19.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,6.0,0.0,True
27.0,18.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2200.0,3.0,0.0,False
47.0,20.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
40.0,12.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,False
21.0,19.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2500.0,1.0,0.0,False
46.0,19.0,1.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,6.0,0.0,False
32.0,19.0,2.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,70000.0,1.0,2.0,False
